customer_id,registration_date,email,first_name,last_name,age,gender,city,province,country,postal_code,customer_segment,marketing_consent
CUST000037,2023-06-25,sandralewis@yahoo.com,Sandra,Lewis,41.0,F,Edmonton,BC,Canada,J8V 9K1,Bronze,True
CUST000038,2022-04-06,jessica.martin251@yahoo.com,Jessica,Martin,58.0,M,Regina,PE,Canada,Y1O 6U9,Bronze,True
CUST000039,2023-10-10,richard_harris705@yahoo.com,Richard,Harris,29.0,M,Toronto,BC,Canada,Y6H 2Z8,Bronze,True
CUST000040,2024-02-16,sandra.brown@gmail.com,Sandra,Brown,66.0,Other,Saskatoon,NL,Canada,R9K 7T8,Bronze,False
CUST000041,2023-07-03,margaret.scott@outlook.com,Margaret,Scott,45.0,M,Quebec City,MB,Canada,Y8P 3I7,Bronze,False
CUST000042,2022-04-26,robert_jackson@hotmail.com,Robert,Jackson,36.0,F,Barrie,BC,Canada,E2H 6W2,Bronze,True
CUST000043,2023-04-30,susan_jones@hotmail.com,Susan,Jones,23.0,M,Windsor,ON,Canada,G6M 9W0,Silver,False
CUST000044,2023-09-04,andrew.harris400@hotmail.com,Andrew,Harris,34.0,F,Windsor,NL,Canada,X8Z 9H7,Bronze,True
CUST000045,2023-06-12,joseph_moore@gmail.com,Joseph,Moore,23.0,M,Halifax,QC,Canada,O2T 8A6,Silver,False
CUST000046,2024-09-19,donna.torres@gmail.com,Donna,Torres,26.0,M,Ottawa,NB,Canada,F0I 6K3,Bronze,True
CUST000047,2022-11-23,sandra_lee@hotmail.com,Sandra,Lee,37.0,M,Windsor,MB,Canada,C7A 8B5,Bronze,False
CUST000048,2024-08-27,joseph.jones@gmail.com,Joseph,Jones,36.0,M,Winnipeg,ON,Canada,T2H 2P1,Bronze,False
CUST000049,2023-08-11,andrewwilson@hotmail.com,Andrew,Wilson,57.0,M,Edmonton,PE,Canada,T1Y 2J1,Gold,True
CUST000050,2022-10-01,donnajohnson@outlook.com,Donna,Johnson,45.0,F,Winnipeg,BC,Canada,S3D 4V9,Bronze,True
CUST000051,2021-03-26,linda_torres@email.com,Linda,Torres,59.0,M,Victoria,BC,Canada,Q5A 6P1,Silver,False
CUST000052,2024-07-25,margaret_white@yahoo.com,Margaret,White,74.0,F,St. John's,MB,Canada,T8Y 7O6,Bronze,False
CUST000053,2022-10-23,donna.moore462@gmail.com,Donna,Moore,29.0,F,Quebec City,NB,Canada,S9V 6K0,Silver,True
CUST000054,2022-01-08,ashley_lee@yahoo.com,Ashley,Lee,58.0,M,Hamilton,SK,Canada,I9W 4R0,Silver,False
CUST000055,2021-06-25,kimberly.gonzalez@outlook.com,Kimberly,Gonzalez,41.0,M,Quebec City,NB,Canada,U7O 0C4,Silver,False
CUST000056,2024-11-17,joseph.sanchez@hotmail.com,Joseph,Sanchez,66.0,M,Victoria,NB,Canada,R8L 6X8,Silver,True
CUST000057,2024-12-10,nancy_thompson@hotmail.com,Nancy,Thompson,52.0,M,Quebec City,BC,Canada,X3K 1X8,Gold,False
CUST000058,2022-03-20,elizabethgonzalez604@outlook.com,Elizabeth,Gonzalez,35.0,M,St. John's,PE,Canada,J1G 4H5,Bronze,True
CUST000059,2021-01-29,elizabethmartin47@email.com,Elizabeth,Martin,33.0,Other,Vancouver,NL,Canada,J2U 7D0,Bronze,True
CUST000060,2023-08-20,andrew_jackson@outlook.com,Andrew,Jackson,31.0,M,Vancouver,MB,Canada,P1C 6P1,Silver,True
CUST000061,2021-11-07,,Andrew,Brown,24.0,F,Montreal,AB,Canada,D8Y 6T9,Bronze,True
CUST000062,2023-12-07,michelle_anderson@outlook.com,Michelle,Anderson,68.0,F,Kitchener,PE,Canada,N4S 9B9,Bronze,True
CUST000063,2024-07-05,michael.wilson@hotmail.com,Michael,Wilson,55.0,M,Edmonton,AB,Canada,F8C 2A6,Silver,True
CUST000064,2023-08-21,mark_hill724@gmail.com,Mark,Hill,51.0,M,Kitchener,NB,Canada,C3I 9V3,Silver,True
CUST000065,2024-01-21,margaret.davis@yahoo.com,Margaret,Davis,50.0,M,Ottawa,BC,Canada,B2Z 4T9,Silver,True
CUST000066,2021-09-12,charles_lewis@hotmail.com,Charles,Lewis,52.0,F,Hamilton,NL,Canada,R7O 1T0,Bronze,False
CUST000067,2024-05-21,margaret_lee985@gmail.com,Margaret,Lee,47.0,F,Kelowna,PE,Canada,A4S 0Y2,Gold,True
CUST000068,2024-08-27,donald_king600@hotmail.com,Donald,King,58.0,F,Windsor,NB,Canada,C7L 6K5,Bronze,True
CUST000069,2022-11-07,,Michael,Hernandez,48.0,Other,Halifax,NL,Canada,B7C 5I5,Silver,True
CUST000070,2023-11-20,linda.sanchez@email.com,Linda,Sanchez,38.0,M,Vancouver,AB,Canada,Q5T 7U7,Bronze,True
CUST000071,2022-07-01,patriciawilson@yahoo.com,Patricia,Wilson,35.0,F,Saskatoon,NB,Canada,D0U 9Z3,Gold,True
CUST000072,2024-02-03,david.martin@email.com,David,Martin,57.0,M,Quebec City,BC,Canada,O1U 2P4,Bronze,True
CUST000073,2023-05-01,steven_moore565@outlook.com,Steven,Moore,40.0,M,Ottawa,NS,Canada,G9Q 2C4,Bronze,False
CUST000074,2023-11-06,anthony_perez306@gmail.com,Anthony,Perez,34.0,F,Kelowna,PE,Canada,V7E 7R7,Bronze,False
CUST000075,2024-02-05,danielperez@outlook.com,Daniel,Perez,56.0,M,London,AB,Canada,W3S 6H6,Silver,False
CUST000076,2023-08-27,johnlee@outlook.com,John,Lee,42.0,F,Ottawa,NB,Canada,B2Q 9K1,Bronze,True
CUST000077,2023-12-14,mark_miller@gmail.com,Mark,Miller,53.0,F,Windsor,QC,Canada,C7Z 4K9,Silver,False
CUST000078,2022-11-04,bettygarcia@email.com,Betty,Garcia,33.0,M,London,NB,Canada,R0T 1H4,Silver,True
CUST000079,2023-06-08,joseph.garcia@gmail.com,Joseph,Garcia,51.0,M,Kitchener,ON,Canada,B5Z 0J5,Bronze,True
CUST000080,2021-10-26,lisa.ramirez@email.com,Lisa,Ramirez,42.0,M,Edmonton,QC,Canada,F1T 6T3,Gold,False
CUST000081,2021-10-21,ashley.nguyen@outlook.com,Ashley,Nguyen,39.0,M,Saskatoon,MB,Canada,V0Z 7J8,Bronze,True
CUST000082,2023-06-24,david_jones986@email.com,David,Jones,60.0,M,Windsor,MB,Canada,O4G 6P1,Bronze,False
CUST000083,2024-03-17,jessica_harris717@email.com,Jessica,Harris,61.0,Other,Kitchener,ON,Canada,V6I 0S0,Bronze,False
CUST000084,2022-08-10,joshua.young@email.com,Joshua,Young,49.0,F,Quebec City,AB,Canada,T4V 2U1,Bronze,True
CUST000085,2023-06-22,john.martin@email.com,John,Martin,69.0,M,Ottawa,BC,Canada,J5X 6F3,Gold,False
CUST000086,2023-01-20,williamwright@email.com,William,Wright,36.0,F,Edmonton,MB,Canada,P4X 5Z1,Bronze,True
CUST000087,2021-10-16,sandra.jones@outlook.com,Sandra,Jones,72.0,M,Barrie,SK,Canada,C6A 4R1,Bronze,True
CUST000088,2024-10-09,sandrawhite@hotmail.com,Sandra,White,26.0,F,Victoria,BC,Canada,V3P 0T8,Bronze,False
CUST000089,2022-03-30,christopherflores@gmail.com,Christopher,Flores,64.0,M,Saskatoon,MB,Canada,U6D 2B0,Bronze,False
CUST000090,2021-08-26,karen.young@yahoo.com,Karen,Young,57.0,F,Ottawa,NS,Canada,O5V 8N9,Silver,True
CUST000091,2024-09-03,barbara.clark@outlook.com,Barbara,Clark,22.0,F,Hamilton,ON,Canada,W5G 7O3,Bronze,True
CUST000092,2024-11-05,lisa_miller@email.com,Lisa,Miller,33.0,M,Victoria,ON,Canada,M4G 1O1,Bronze,True
CUST000093,2021-02-13,susan.hill129@hotmail.com,Susan,Hill,45.0,M,Kelowna,AB,Canada,C8G 9G3,Bronze,False
CUST000094,2024-05-05,nancy.martinez@hotmail.com,Nancy,Martinez,69.0,M,Ottawa,QC,Canada,R4Z 2D0,Bronze,False
CUST000095,2023-01-04,william.smith@email.com,William,Smith,38.0,M,Edmonton,MB,Canada,B2X 6Q1,Bronze,True
CUST000096,2023-07-08,robert_walker@email.com,Robert,Walker,40.0,M,Saskatoon,NL,Canada,H9B 8J7,Gold,False
CUST000097,2023-09-08,mary_brown@outlook.com,Mary,Brown,69.0,M,Regina,NB,Canada,C1K 9E1,Silver,True
CUST000098,2024-07-02,williammoore@email.com,William,Moore,18.0,F,London,NS,Canada,T8J 7Q9,Silver,True
CUST000099,2024-12-08,margaret.miller@email.com,Margaret,Miller,33.0,F,Winnipeg,NS,Canada,O3N 5O6,Bronze,True
CUST000100,2022-10-03,anthony_miller@hotmail.com,Anthony,Miller,44.0,F,Victoria,QC,Canada,V7C 1C1,Silver,True
CUST000101,2023-02-03,margaret.miller980@email.com,Margaret,Miller,50.0,M,Barrie,NL,Canada,K1N 5V6,Bronze,False
CUST000102,2024-05-14,patricia_jackson520@hotmail.com,Patricia,Jackson,20.0,F,Winnipeg,QC,Canada,V7H 1L8,Silver,True
CUST000103,2022-07-25,lisadavis@yahoo.com,Lisa,Davis,46.0,M,Barrie,PE,Canada,T8A 9V4,Bronze,True
CUST000104,2022-07-14,marylopez@hotmail.com,Mary,Lopez,68.0,F,Victoria,ON,Canada,F2S 6C2,Bronze,True
CUST000105,2023-12-23,mary.garcia@outlook.com,Mary,Garcia,46.0,F,London,QC,Canada,L4X 5Y9,Bronze,False
CUST000106,2021-04-18,joshua.garcia@yahoo.com,Joshua,Garcia,58.0,F,Vancouver,BC,Canada,I7V 6P9,Silver,True
CUST000107,2022-07-14,mark.clark441@email.com,Mark,Clark,28.0,F,Calgary,MB,Canada,V9P 8V4,Silver,False
CUST000108,2023-03-21,johnanderson309@gmail.com,John,Anderson,74.0,F,Winnipeg,QC,Canada,Y4J 5D0,Bronze,True
CUST000109,2021-12-26,ashley.ramirez@outlook.com,Ashley,Ramirez,52.0,Other,Quebec City,NL,Canada,R5C 6X0,Bronze,True
CUST000110,2023-07-31,margaret.johnson@hotmail.com,Margaret,Johnson,56.0,F,Kelowna,NS,Canada,W6J 1M0,Silver,True
CUST000111,2024-06-19,christopher_hernandez865@hotmail.com,Christopher,Hernandez,29.0,M,Calgary,AB,Canada,N9M 8C6,Silver,False
CUST000112,2022-03-30,karen_perez649@yahoo.com,Karen,Perez,58.0,M,Calgary,NL,Canada,Q3Y 5L2,Bronze,True
CUST000113,2021-10-27,jessica_miller157@yahoo.com,Jessica,Miller,42.0,M,Montreal,QC,Canada,Y7O 9Y9,Silver,True
CUST000114,2024-08-09,marktorres@email.com,Mark,Torres,29.0,F,London,QC,Canada,O1P 7U4,Silver,True
CUST000115,2021-04-26,sarah_nguyen473@email.com,Sarah,Nguyen,45.0,F,Saskatoon,ON,Canada,B5J 1U1,Gold,True
CUST000116,2023-11-05,michelle_hill@outlook.com,Michelle,Hill,64.0,M,Vancouver,NB,Canada,Z9U 3K9,Bronze,True
CUST000117,2021-11-05,donald.allen921@outlook.com,Donald,Allen,69.0,F,London,BC,Canada,Q2B 3W7,Silver,False
CUST000118,2023-12-07,markking@yahoo.com,Mark,King,74.0,M,Kitchener,NS,Canada,N5V 9B5,Gold,False
CUST000119,2021-07-13,,Robert,Perez,31.0,F,Abbotsford,QC,Canada,K1S 2L4,Bronze,False
CUST000120,2024-05-03,bettyrodriguez@gmail.com,Betty,Rodriguez,60.0,F,Halifax,SK,Canada,E8C 6Q5,Gold,True
CUST000121,2022-09-25,mary.white@yahoo.com,Mary,White,61.0,F,Regina,AB,Canada,H2E 1J1,Silver,True
CUST000122,2023-12-15,steven.wright@hotmail.com,Steven,Wright,57.0,M,Abbotsford,QC,Canada,T6E 2F9,Silver,False
CUST000123,2021-03-31,david_lewis@hotmail.com,David,Lewis,22.0,F,Quebec City,NB,Canada,T4Y 7H8,Bronze,True
CUST000124,2023-08-19,jessica.martin@hotmail.com,Jessica,Martin,62.0,M,Kelowna,NB,Canada,O4Y 6Q8,Silver,False
CUST000125,2022-02-13,anthonyhernandez@yahoo.com,Anthony,Hernandez,42.0,F,Vancouver,NB,Canada,L8D 8D4,Bronze,False
CUST000126,2022-07-13,jennifer_hernandez448@email.com,Jennifer,Hernandez,36.0,F,Montreal,AB,Canada,O5A 6B6,Bronze,True
CUST000127,2022-04-28,steven_white@gmail.com,Steven,White,43.0,M,Toronto,SK,Canada,D5Z 2E0,Bronze,True
CUST000128,2024-11-26,charles.walker@outlook.com,Charles,Walker,67.0,M,Toronto,BC,Canada,A4G 2R9,Bronze,True
CUST000129,2021-08-16,kimberly_ramirez@yahoo.com,Kimberly,Ramirez,,F,Vancouver,AB,Canada,N9O 1D7,Silver,True
CUST000130,2021-02-03,joshuawright@email.com,Joshua,Wright,74.0,M,Ottawa,MB,Canada,N0T 5H9,Bronze,False
CUST000131,2024-09-22,anthonylopez@gmail.com,Anthony,Lopez,55.0,M,Victoria,BC,Canada,Q8Q 8R0,Silver,False
CUST000132,2021-03-31,matthewwalker@outlook.com,Matthew,Walker,62.0,M,Hamilton,ON,Canada,L1L 3X1,Silver,True
CUST000133,2021-10-01,donna.perez@hotmail.com,Donna,Perez,28.0,F,Edmonton,NB,Canada,W7U 2Z2,Bronze,True
CUST000134,2021-03-17,robert_robinson205@yahoo.com,Robert,Robinson,74.0,F,Vancouver,SK,Canada,J8M 8P4,Silver,True
CUST000135,2022-08-09,john_gonzalez@gmail.com,John,Gonzalez,48.0,Other,London,MB,Canada,D5N 6X7,Silver,True
CUST000136,2022-01-18,matthew_perez@outlook.com,Matthew,Perez,40.0,M,St. John's,MB,Canada,Z1X 6C6,Bronze,False
CUST000137,2024-01-23,joshua_lopez336@hotmail.com,Joshua,Lopez,25.0,M,Kitchener,MB,Canada,O9W 6F7,Bronze,True
CUST000138,2021-03-28,daniellewis@hotmail.com,Daniel,Lewis,45.0,F,Windsor,MB,Canada,U0C 6L8,Bronze,True
CUST000139,2021-10-20,davidjohnson69@outlook.com,David,Johnson,45.0,M,Quebec City,SK,Canada,L6S 0T2,Gold,False
CUST000140,2023-02-01,mark_white@gmail.com,Mark,White,71.0,M,St. John's,SK,Canada,M5U 4H1,Bronze,True
CUST000141,2023-10-20,marylopez@outlook.com,Mary,Lopez,30.0,F,Calgary,MB,Canada,Y4W 7G9,Bronze,False
CUST000142,2022-02-14,charles.young@yahoo.com,Charles,Young,23.0,F,Saskatoon,QC,Canada,W7C 5V5,Silver,True
CUST000143,2024-01-16,,Robert,Scott,19.0,M,Edmonton,SK,Canada,Q3D 3Z2,Silver,True
CUST000144,2021-02-23,jessica_young@email.com,Jessica,Young,22.0,M,Saskatoon,NL,Canada,E9C 1J6,Bronze,False
CUST000145,2023-04-22,donald_king996@email.com,Donald,King,49.0,Other,London,BC,Canada,O7V 8L2,Bronze,False
CUST000146,2022-01-08,emily.nguyen@outlook.com,Emily,Nguyen,42.0,Other,Vancouver,BC,Canada,Q2J 2F5,Silver,False
CUST000147,2023-11-29,joseph_thompson651@gmail.com,Joseph,Thompson,51.0,M,Barrie,MB,Canada,E4T 8C8,Bronze,True
CUST000148,2024-04-04,david.nguyen@yahoo.com,David,Nguyen,72.0,F,Abbotsford,SK,Canada,S0A 1B9,Silver,False
CUST000149,2024-03-17,thomas_wilson@email.com,Thomas,Wilson,55.0,F,Regina,NL,Canada,J4P 3Z6,Bronze,False
CUST000150,2021-05-30,karenrobinson426@gmail.com,Karen,Robinson,27.0,F,Regina,NB,Canada,G5T 2K5,Bronze,True
CUST000151,2021-09-25,daniel_sanchez@email.com,Daniel,Sanchez,63.0,M,London,AB,Canada,O1I 7H2,Bronze,True
CUST000152,2022-08-18,michael_brown@email.com,Michael,Brown,18.0,F,Edmonton,SK,Canada,S5G 2P8,Silver,True
CUST000153,2022-09-24,sandra_young403@gmail.com,Sandra,Young,25.0,M,St. John's,NB,Canada,H3S 5B0,Bronze,True
CUST000154,2024-05-08,charlesyoung9@outlook.com,Charles,Young,20.0,F,Calgary,NS,Canada,E4X 5Y6,Silver,True
CUST000155,2023-04-01,lisa.williams@email.com,Lisa,Williams,22.0,M,Victoria,NL,Canada,J1M 8O8,Silver,True
CUST000156,2024-10-25,sarahflores100@gmail.com,Sarah,Flores,64.0,M,Halifax,SK,Canada,Z5R 5Y2,Silver,True
CUST000157,2023-11-09,richard_hill40@email.com,Richard,Hill,28.0,M,Ottawa,SK,Canada,Z7Q 7E9,Bronze,True
CUST000158,2022-11-03,stevenrodriguez632@hotmail.com,Steven,Rodriguez,55.0,F,Kitchener,PE,Canada,K8Q 8P9,Silver,True
CUST000159,2021-02-04,karen_walker@hotmail.com,Karen,Walker,68.0,F,Windsor,PE,Canada,J0T 7I9,Bronze,True
CUST000160,2021-04-16,andrewanderson645@outlook.com,Andrew,Anderson,41.0,F,Abbotsford,NS,Canada,E3B 9W1,Bronze,True
CUST000161,2023-06-23,richard_johnson708@outlook.com,Richard,Johnson,34.0,F,Winnipeg,NS,Canada,Q9P 0W2,Bronze,False
CUST000162,2024-02-23,,Kimberly,Wilson,27.0,F,London,QC,Canada,O8K 8L4,Bronze,True
CUST000163,2022-01-29,michelle.walker@hotmail.com,Michelle,Walker,23.0,F,Quebec City,MB,Canada,Y4W 3W7,Bronze,True
CUST000164,2022-12-16,christopherwalker588@hotmail.com,Christopher,Walker,65.0,M,Barrie,NS,Canada,M5Y 2J0,Bronze,True
CUST000165,2022-12-11,charles_garcia@hotmail.com,Charles,Garcia,33.0,M,Winnipeg,AB,Canada,R4R 4E1,Bronze,True
CUST000166,2022-05-06,michelle.nguyen@gmail.com,Michelle,Nguyen,57.0,F,St. John's,AB,Canada,U3B 1N5,Bronze,False
CUST000167,2024-10-27,donald.miller@gmail.com,Donald,Miller,44.0,F,Edmonton,NS,Canada,U7P 3Y4,Bronze,True
CUST000168,2024-08-15,christopher.jackson@gmail.com,Christopher,Jackson,36.0,F,Quebec City,NL,Canada,X0F 6F0,Bronze,True
CUST000169,2022-01-17,bettyyoung@hotmail.com,Betty,Young,39.0,M,Toronto,MB,Canada,S9D 5J7,Bronze,True
CUST000170,2023-10-09,paul.king@email.com,Paul,King,43.0,F,Winnipeg,BC,Canada,K2X 7U4,Bronze,True
CUST000171,2022-11-22,elizabeth_smith@email.com,Elizabeth,Smith,44.0,M,Winnipeg,QC,Canada,T6N 8K1,Silver,True
CUST000172,2022-01-14,betty.miller@outlook.com,Betty,Miller,64.0,F,Quebec City,ON,Canada,I6H 7Y4,Bronze,True
CUST000173,2024-04-07,nancymartin670@email.com,Nancy,Martin,34.0,M,Victoria,AB,Canada,B1O 4F6,Silver,False
CUST000174,2024-11-14,steven.martin@hotmail.com,Steven,Martin,69.0,M,Quebec City,AB,Canada,E7E 7X9,Bronze,True
CUST000175,2024-12-08,lisaclark@outlook.com,Lisa,Clark,43.0,F,Winnipeg,AB,Canada,V9Z 1Q7,Bronze,False
CUST000176,2021-06-09,kimberlywhite561@gmail.com,Kimberly,White,43.0,M,St. John's,AB,Canada,S8E 2K8,Bronze,False
CUST000177,2024-10-25,mark.davis@email.com,Mark,Davis,64.0,F,St. John's,NB,Canada,Z0O 2Q6,Silver,True
CUST000178,2021-04-29,sandratorres@outlook.com,Sandra,Torres,35.0,M,Kitchener,ON,Canada,M4A 3S1,Bronze,True
CUST000179,2022-12-07,johnramirez@gmail.com,John,Ramirez,42.0,F,Vancouver,BC,Canada,P0J 6F2,Bronze,True
CUST000180,2023-02-23,anthony_white@outlook.com,Anthony,White,34.0,M,Barrie,QC,Canada,U5D 2R6,Bronze,True
CUST000181,2022-04-02,kimberly.rodriguez@gmail.com,Kimberly,Rodriguez,34.0,M,Saskatoon,NL,Canada,N8M 3H7,Bronze,True
CUST000182,2022-07-19,daniel.martinez677@gmail.com,Daniel,Martinez,58.0,F,Windsor,PE,Canada,Y0H 3C1,Bronze,True
CUST000183,2023-07-04,,Joshua,Williams,51.0,F,Halifax,NB,Canada,H8G 0E8,Bronze,True
CUST000184,2024-03-25,charles_anderson@email.com,Charles,Anderson,59.0,M,London,AB,Canada,J2V 8H6,Bronze,True
CUST000185,2021-05-05,karenmoore@email.com,Karen,Moore,51.0,M,Edmonton,NS,Canada,R7B 5U6,Bronze,True
CUST000186,2024-11-27,kimberly_lee386@outlook.com,Kimberly,Lee,74.0,M,Edmonton,NL,Canada,P3H 4W2,Bronze,True
CUST000187,2024-02-26,sandra_brown@outlook.com,Sandra,Brown,72.0,F,Ottawa,NS,Canada,H4G 5U1,Silver,True
CUST000188,2021-07-09,markwhite387@yahoo.com,Mark,White,47.0,M,Abbotsford,PE,Canada,B1G 9X8,Silver,True
CUST000189,2022-03-04,susan_walker@hotmail.com,Susan,Walker,68.0,M,Toronto,AB,Canada,G1X 7H9,Silver,False
CUST000190,2022-05-06,susansanchez@hotmail.com,Susan,Sanchez,23.0,M,Halifax,NB,Canada,R5J 4L8,Gold,False
CUST000191,2021-07-21,ashleyrobinson@outlook.com,Ashley,Robinson,23.0,Other,London,AB,Canada,L5N 0S3,Bronze,False
CUST000192,2022-06-19,barbarajohnson@email.com,Barbara,Johnson,74.0,F,Windsor,MB,Canada,E3K 3M9,Bronze,True
CUST000193,2024-02-02,jessicayoung842@hotmail.com,Jessica,Young,62.0,F,Regina,NB,Canada,O2X 5F2,Bronze,True
CUST000194,2022-01-12,paulyoung@gmail.com,Paul,Young,36.0,M,Montreal,ON,Canada,Y0N 2U3,Silver,True
CUST000195,2021-01-19,robert.martinez@email.com,Robert,Martinez,18.0,F,Vancouver,PE,Canada,U9P 7A0,Bronze,True
CUST000196,2023-04-23,paul.scott@gmail.com,Paul,Scott,28.0,F,Hamilton,NL,Canada,J0Q 6Z2,Bronze,True
CUST000197,2023-12-10,michael.miller540@yahoo.com,Michael,Miller,23.0,M,Hamilton,SK,Canada,I6C 5M7,Bronze,True
CUST000198,2024-11-28,andrew.thomas@hotmail.com,Andrew,Thomas,61.0,M,Montreal,ON,Canada,C6M 6R7,Silver,True
CUST000199,2024-12-10,patricia.smith@gmail.com,Patricia,Smith,54.0,M,Windsor,SK,Canada,S1Q 0H3,Bronze,True
CUST000200,2022-07-10,andrew.walker@gmail.com,Andrew,Walker,55.0,M,Hamilton,NL,Canada,S0F 5A3,Bronze,False
CUST000201,2024-12-30,donna_martinez578@gmail.com,Donna,Martinez,61.0,M,Quebec City,PE,Canada,M8K 6Y2,Gold,False
CUST000202,2022-12-10,jennifer.allen@gmail.com,Jennifer,Allen,51.0,M,Montreal,SK,Canada,T9T 6Y5,Bronze,False
CUST000203,2023-07-12,mary_moore@yahoo.com,Mary,Moore,39.0,M,Halifax,NS,Canada,F9V 6C9,Silver,False
